Temperature, Latitude,Longitude, Altitude, Time, Pressure 
13.3323, -42.0, 220.0, 0, 0, Null
13.2565, -42.0, 222.0, 0, 0, Null
13.2396, -42.0, 224.0, 0, 0, Null
13.1957, -42.0, 226.0, 0, 0, Null
13.123, -42.0, 228.0, 0, 0, Null
13.0476, -42.0, 230.0, 0, 0, Null
12.9682, -42.0, 232.0, 0, 0, Null
12.9004, -42.0, 234.0, 0, 0, Null
12.8661, -42.0, 236.0, 0, 0, Null
12.8749, -42.0, 238.0, 0, 0, Null
12.9297, -42.0, 240.0, 0, 0, Null
13.0126, -42.0, 242.0, 0, 0, Null
13.1167, -42.0, 244.0, 0, 0, Null
13.2303, -42.0, 246.0, 0, 0, Null
13.3462, -42.0, 248.0, 0, 0, Null
13.3908, -42.0, 250.0, 0, 0, Null
13.3592, -42.0, 252.0, 0, 0, Null
13.3165, -42.0, 254.0, 0, 0, Null
13.347, -42.0, 256.0, 0, 0, Null
13.4345, -42.0, 258.0, 0, 0, Null
13.485, -42.0, 260.0, 0, 0, Null
13.5416, -42.0, 262.0, 0, 0, Null
13.6076, -42.0, 264.0, 0, 0, Null
13.6781, -42.0, 266.0, 0, 0, Null
13.7345, -42.0, 268.0, 0, 0, Null
13.7902, -42.0, 270.0, 0, 0, Null
13.8291, -42.0, 272.0, 0, 0, Null
13.8201, -42.0, 274.0, 0, 0, Null
13.8169, -42.0, 276.0, 0, 0, Null
13.8626, -42.0, 278.0, 0, 0, Null
13.9264, -42.0, 280.0, 0, 0, Null
13.9446, -42.0, 282.0, 0, 0, Null
13.7428, -42.0, 284.0, 0, 0, Null
13.3372, -42.0, 286.0, 0, 0, Null
13.0972, -42.0, 288.0, 0, 0, Null
--, -42.0, 290.0, 0, 0, Null
--, -42.0, 292.0, 0, 0, Null
--, -42.0, 294.0, 0, 0, Null
14.6425, -42.0, 296.0, 0, 0, Null
14.5082, -42.0, 298.0, 0, 0, Null
13.444, -42.0, 300.0, 0, 0, Null
12.5925, -42.0, 302.0, 0, 0, Null
13.173, -42.0, 304.0, 0, 0, Null
14.8565, -42.0, 306.0, 0, 0, Null
16.2207, -42.0, 308.0, 0, 0, Null
16.3305, -42.0, 310.0, 0, 0, Null
15.4909, -42.0, 312.0, 0, 0, Null
14.6684, -42.0, 314.0, 0, 0, Null
14.1767, -42.0, 316.0, 0, 0, Null
13.8586, -42.0, 318.0, 0, 0, Null
13.6384, -42.0, 320.0, 0, 0, Null
13.3948, -42.0, 322.0, 0, 0, Null
13.1284, -42.0, 324.0, 0, 0, Null
12.9879, -42.0, 326.0, 0, 0, Null
12.9381, -42.0, 328.0, 0, 0, Null
12.8485, -42.0, 330.0, 0, 0, Null
12.7215, -42.0, 332.0, 0, 0, Null
12.6251, -42.0, 334.0, 0, 0, Null
12.5284, -42.0, 336.0, 0, 0, Null
12.3297, -42.0, 338.0, 0, 0, Null
12.0455, -42.0, 340.0, 0, 0, Null
11.7678, -42.0, 342.0, 0, 0, Null
11.6185, -42.0, 344.0, 0, 0, Null
11.6138, -42.0, 346.0, 0, 0, Null
11.6422, -42.0, 348.0, 0, 0, Null
11.5884, -42.0, 350.0, 0, 0, Null
11.4372, -42.0, 352.0, 0, 0, Null
11.2453, -42.0, 354.0, 0, 0, Null
11.1211, -42.0, 356.0, 0, 0, Null
11.1095, -42.0, 358.0, 0, 0, Null
13.2256, -40.0, 0.0, 0, 0, Null
13.3419, -40.0, 2.0, 0, 0, Null
13.508, -40.0, 4.0, 0, 0, Null
13.7224, -40.0, 6.0, 0, 0, Null
14.0443, -40.0, 8.0, 0, 0, Null
14.593, -40.0, 10.0, 0, 0, Null
15.4015, -40.0, 12.0, 0, 0, Null
16.3371, -40.0, 14.0, 0, 0, Null
17.1291, -40.0, 16.0, 0, 0, Null
17.6524, -40.0, 18.0, 0, 0, Null
17.9586, -40.0, 20.0, 0, 0, Null
17.8951, -40.0, 22.0, 0, 0, Null
17.3774, -40.0, 24.0, 0, 0, Null
16.8952, -40.0, 26.0, 0, 0, Null
16.7608, -40.0, 28.0, 0, 0, Null
16.7361, -40.0, 30.0, 0, 0, Null
16.6352, -40.0, 32.0, 0, 0, Null
16.5543, -40.0, 34.0, 0, 0, Null
16.5688, -40.0, 36.0, 0, 0, Null
16.5705, -40.0, 38.0, 0, 0, Null
16.4689, -40.0, 40.0, 0, 0, Null
16.3939, -40.0, 42.0, 0, 0, Null
16.3302, -40.0, 44.0, 0, 0, Null
16.2077, -40.0, 46.0, 0, 0, Null
16.1558, -40.0, 48.0, 0, 0, Null
16.2377, -40.0, 50.0, 0, 0, Null
16.4119, -40.0, 52.0, 0, 0, Null
16.6189, -40.0, 54.0, 0, 0, Null
16.7457, -40.0, 56.0, 0, 0, Null
16.789, -40.0, 58.0, 0, 0, Null
16.7742, -40.0, 60.0, 0, 0, Null
16.6209, -40.0, 62.0, 0, 0, Null
16.3549, -40.0, 64.0, 0, 0, Null
16.0788, -40.0, 66.0, 0, 0, Null
15.8518, -40.0, 68.0, 0, 0, Null
15.714, -40.0, 70.0, 0, 0, Null
15.5822, -40.0, 72.0, 0, 0, Null
15.4021, -40.0, 74.0, 0, 0, Null
15.2058, -40.0, 76.0, 0, 0, Null
15.0247, -40.0, 78.0, 0, 0, Null
14.891, -40.0, 80.0, 0, 0, Null
14.8002, -40.0, 82.0, 0, 0, Null
14.6747, -40.0, 84.0, 0, 0, Null
14.4912, -40.0, 86.0, 0, 0, Null
14.2835, -40.0, 88.0, 0, 0, Null
14.0839, -40.0, 90.0, 0, 0, Null
13.9163, -40.0, 92.0, 0, 0, Null
13.7505, -40.0, 94.0, 0, 0, Null
13.5837, -40.0, 96.0, 0, 0, Null
13.4357, -40.0, 98.0, 0, 0, Null
13.2864, -40.0, 100.0, 0, 0, Null
13.1672, -40.0, 102.0, 0, 0, Null
13.1147, -40.0, 104.0, 0, 0, Null
13.1428, -40.0, 106.0, 0, 0, Null
13.2428, -40.0, 108.0, 0, 0, Null
13.3813, -40.0, 110.0, 0, 0, Null
13.507, -40.0, 112.0, 0, 0, Null
13.6293, -40.0, 114.0, 0, 0, Null
13.724, -40.0, 116.0, 0, 0, Null
13.7802, -40.0, 118.0, 0, 0, Null
13.845, -40.0, 120.0, 0, 0, Null
13.9502, -40.0, 122.0, 0, 0, Null
14.0891, -40.0, 124.0, 0, 0, Null
14.1864, -40.0, 126.0, 0, 0, Null
14.2525, -40.0, 128.0, 0, 0, Null
14.3483, -40.0, 130.0, 0, 0, Null
14.4769, -40.0, 132.0, 0, 0, Null
14.6308, -40.0, 134.0, 0, 0, Null
14.8309, -40.0, 136.0, 0, 0, Null
15.0026, -40.0, 138.0, 0, 0, Null
15.2141, -40.0, 140.0, 0, 0, Null
15.4881, -40.0, 142.0, 0, 0, Null
15.8444, -40.0, 144.0, 0, 0, Null
16.3274, -40.0, 146.0, 0, 0, Null
17.0565, -40.0, 148.0, 0, 0, Null
17.6832, -40.0, 150.0, 0, 0, Null
17.9217, -40.0, 152.0, 0, 0, Null
17.8199, -40.0, 154.0, 0, 0, Null
17.5276, -40.0, 156.0, 0, 0, Null
17.2402, -40.0, 158.0, 0, 0, Null
16.9814, -40.0, 160.0, 0, 0, Null
16.7543, -40.0, 162.0, 0, 0, Null
16.617, -40.0, 164.0, 0, 0, Null
16.5801, -40.0, 166.0, 0, 0, Null
16.5949, -40.0, 168.0, 0, 0, Null
16.6254, -40.0, 170.0, 0, 0, Null
16.6354, -40.0, 172.0, 0, 0, Null
16.5361, -40.0, 174.0, 0, 0, Null
16.4528, -40.0, 176.0, 0, 0, Null
16.7465, -40.0, 178.0, 0, 0, Null
17.0164, -40.0, 180.0, 0, 0, Null
16.9189, -40.0, 182.0, 0, 0, Null
16.7577, -40.0, 184.0, 0, 0, Null
16.6021, -40.0, 186.0, 0, 0, Null
16.4336, -40.0, 188.0, 0, 0, Null
16.3028, -40.0, 190.0, 0, 0, Null
16.199, -40.0, 192.0, 0, 0, Null
16.1084, -40.0, 194.0, 0, 0, Null
16.0196, -40.0, 196.0, 0, 0, Null
15.892, -40.0, 198.0, 0, 0, Null
15.7825, -40.0, 200.0, 0, 0, Null
15.6976, -40.0, 202.0, 0, 0, Null
15.6187, -40.0, 204.0, 0, 0, Null
15.5184, -40.0, 206.0, 0, 0, Null
15.3862, -40.0, 208.0, 0, 0, Null
15.2418, -40.0, 210.0, 0, 0, Null
15.1251, -40.0, 212.0, 0, 0, Null
15.0655, -40.0, 214.0, 0, 0, Null
15.0296, -40.0, 216.0, 0, 0, Null
14.9974, -40.0, 218.0, 0, 0, Null
14.9658, -40.0, 220.0, 0, 0, Null
14.9005, -40.0, 222.0, 0, 0, Null
14.8346, -40.0, 224.0, 0, 0, Null
14.7969, -40.0, 226.0, 0, 0, Null
14.7409, -40.0, 228.0, 0, 0, Null
14.666, -40.0, 230.0, 0, 0, Null
14.5769, -40.0, 232.0, 0, 0, Null
14.5163, -40.0, 234.0, 0, 0, Null
14.486, -40.0, 236.0, 0, 0, Null
14.4812, -40.0, 238.0, 0, 0, Null
14.5228, -40.0, 240.0, 0, 0, Null
14.6099, -40.0, 242.0, 0, 0, Null
14.6806, -40.0, 244.0, 0, 0, Null
14.7648, -40.0, 246.0, 0, 0, Null
14.8565, -40.0, 248.0, 0, 0, Null
14.8858, -40.0, 250.0, 0, 0, Null
14.8363, -40.0, 252.0, 0, 0, Null
14.7839, -40.0, 254.0, 0, 0, Null
14.8123, -40.0, 256.0, 0, 0, Null
14.8841, -40.0, 258.0, 0, 0, Null
14.937, -40.0, 260.0, 0, 0, Null
15.0155, -40.0, 262.0, 0, 0, Null
15.1103, -40.0, 264.0, 0, 0, Null
15.1795, -40.0, 266.0, 0, 0, Null
15.2186, -40.0, 268.0, 0, 0, Null
15.2387, -40.0, 270.0, 0, 0, Null
15.2374, -40.0, 272.0, 0, 0, Null
15.1848, -40.0, 274.0, 0, 0, Null
15.1483, -40.0, 276.0, 0, 0, Null
15.1349, -40.0, 278.0, 0, 0, Null
15.1354, -40.0, 280.0, 0, 0, Null
15.0561, -40.0, 282.0, 0, 0, Null
14.6934, -40.0, 284.0, 0, 0, Null
14.1635, -40.0, 286.0, 0, 0, Null
--, -40.0, 288.0, 0, 0, Null
--, -40.0, 290.0, 0, 0, Null
--, -40.0, 292.0, 0, 0, Null
--, -40.0, 294.0, 0, 0, Null
--, -40.0, 296.0, 0, 0, Null
15.8798, -40.0, 298.0, 0, 0, Null
15.0781, -40.0, 300.0, 0, 0, Null
13.9254, -40.0, 302.0, 0, 0, Null
14.1558, -40.0, 304.0, 0, 0, Null
15.8374, -40.0, 306.0, 0, 0, Null
17.6576, -40.0, 308.0, 0, 0, Null
18.132, -40.0, 310.0, 0, 0, Null
17.3654, -40.0, 312.0, 0, 0, Null
16.6082, -40.0, 314.0, 0, 0, Null
16.266, -40.0, 316.0, 0, 0, Null
16.0153, -40.0, 318.0, 0, 0, Null
15.7795, -40.0, 320.0, 0, 0, Null
15.5115, -40.0, 322.0, 0, 0, Null
15.2591, -40.0, 324.0, 0, 0, Null
15.1131, -40.0, 326.0, 0, 0, Null
14.9991, -40.0, 328.0, 0, 0, Null
14.8373, -40.0, 330.0, 0, 0, Null
14.6286, -40.0, 332.0, 0, 0, Null
14.4114, -40.0, 334.0, 0, 0, Null
14.2056, -40.0, 336.0, 0, 0, Null
13.9789, -40.0, 338.0, 0, 0, Null
13.7579, -40.0, 340.0, 0, 0, Null
13.6099, -40.0, 342.0, 0, 0, Null
13.576, -40.0, 344.0, 0, 0, Null
13.5717, -40.0, 346.0, 0, 0, Null
13.5129, -40.0, 348.0, 0, 0, Null
13.377, -40.0, 350.0, 0, 0, Null
13.2025, -40.0, 352.0, 0, 0, Null
13.0618, -40.0, 354.0, 0, 0, Null
13.0262, -40.0, 356.0, 0, 0, Null
13.0989, -40.0, 358.0, 0, 0, Null
15.3854, -38.0, 0.0, 0, 0, Null
15.5212, -38.0, 2.0, 0, 0, Null
15.6965, -38.0, 4.0, 0, 0, Null
15.9342, -38.0, 6.0, 0, 0, Null
16.2852, -38.0, 8.0, 0, 0, Null
16.7808, -38.0, 10.0, 0, 0, Null
17.4134, -38.0, 12.0, 0, 0, Null
18.1393, -38.0, 14.0, 0, 0, Null
18.7627, -38.0, 16.0, 0, 0, Null
19.1827, -38.0, 18.0, 0, 0, Null
19.5538, -38.0, 20.0, 0, 0, Null
19.7977, -38.0, 22.0, 0, 0, Null
19.6161, -38.0, 24.0, 0, 0, Null
19.2557, -38.0, 26.0, 0, 0, Null
19.07, -38.0, 28.0, 0, 0, Null
18.9756, -38.0, 30.0, 0, 0, Null
18.87, -38.0, 32.0, 0, 0, Null
18.8451, -38.0, 34.0, 0, 0, Null
18.892, -38.0, 36.0, 0, 0, Null
18.8592, -38.0, 38.0, 0, 0, Null
18.7197, -38.0, 40.0, 0, 0, Null
18.629, -38.0, 42.0, 0, 0, Null
18.5813, -38.0, 44.0, 0, 0, Null
18.4938, -38.0, 46.0, 0, 0, Null
18.3864, -38.0, 48.0, 0, 0, Null
18.2804, -38.0, 50.0, 0, 0, Null
18.1627, -38.0, 52.0, 0, 0, Null
18.0541, -38.0, 54.0, 0, 0, Null
17.9086, -38.0, 56.0, 0, 0, Null
17.7269, -38.0, 58.0, 0, 0, Null
17.5547, -38.0, 60.0, 0, 0, Null
17.3818, -38.0, 62.0, 0, 0, Null
17.2152, -38.0, 64.0, 0, 0, Null
17.0734, -38.0, 66.0, 0, 0, Null
16.9514, -38.0, 68.0, 0, 0, Null
16.8467, -38.0, 70.0, 0, 0, Null
16.7658, -38.0, 72.0, 0, 0, Null
16.6705, -38.0, 74.0, 0, 0, Null
16.5535, -38.0, 76.0, 0, 0, Null
16.4175, -38.0, 78.0, 0, 0, Null
16.3105, -38.0, 80.0, 0, 0, Null
16.2379, -38.0, 82.0, 0, 0, Null
16.1368, -38.0, 84.0, 0, 0, Null
15.9901, -38.0, 86.0, 0, 0, Null
15.8119, -38.0, 88.0, 0, 0, Null
15.6192, -38.0, 90.0, 0, 0, Null
15.407, -38.0, 92.0, 0, 0, Null
15.1877, -38.0, 94.0, 0, 0, Null
14.9974, -38.0, 96.0, 0, 0, Null
14.8611, -38.0, 98.0, 0, 0, Null
14.7549, -38.0, 100.0, 0, 0, Null
14.6707, -38.0, 102.0, 0, 0, Null
14.6336, -38.0, 104.0, 0, 0, Null
14.6857, -38.0, 106.0, 0, 0, Null
14.8621, -38.0, 108.0, 0, 0, Null
15.1209, -38.0, 110.0, 0, 0, Null
15.4464, -38.0, 112.0, 0, 0, Null
15.7152, -38.0, 114.0, 0, 0, Null
15.8305, -38.0, 116.0, 0, 0, Null
15.8092, -38.0, 118.0, 0, 0, Null
15.7547, -38.0, 120.0, 0, 0, Null
15.7286, -38.0, 122.0, 0, 0, Null
15.7466, -38.0, 124.0, 0, 0, Null
15.7364, -38.0, 126.0, 0, 0, Null
15.7021, -38.0, 128.0, 0, 0, Null
15.744, -38.0, 130.0, 0, 0, Null
15.8622, -38.0, 132.0, 0, 0, Null
16.0236, -38.0, 134.0, 0, 0, Null
16.2089, -38.0, 136.0, 0, 0, Null
16.2796, -38.0, 138.0, 0, 0, Null
16.2489, -38.0, 140.0, 0, 0, Null
16.1362, -38.0, 142.0, 0, 0, Null
--, -38.0, 144.0, 0, 0, Null
16.87, -38.0, 146.0, 0, 0, Null
17.4802, -38.0, 148.0, 0, 0, Null
18.553, -38.0, 150.0, 0, 0, Null
19.3453, -38.0, 152.0, 0, 0, Null
19.3957, -38.0, 154.0, 0, 0, Null
19.1035, -38.0, 156.0, 0, 0, Null
18.7576, -38.0, 158.0, 0, 0, Null
18.4025, -38.0, 160.0, 0, 0, Null
18.0741, -38.0, 162.0, 0, 0, Null
17.8464, -38.0, 164.0, 0, 0, Null
17.7072, -38.0, 166.0, 0, 0, Null
17.5936, -38.0, 168.0, 0, 0, Null
17.5067, -38.0, 170.0, 0, 0, Null
17.5793, -38.0, 172.0, 0, 0, Null
17.7337, -38.0, 174.0, 0, 0, Null
--, -38.0, 176.0, 0, 0, Null
--, -38.0, 178.0, 0, 0, Null
17.9914, -38.0, 180.0, 0, 0, Null
17.7961, -38.0, 182.0, 0, 0, Null
17.6146, -38.0, 184.0, 0, 0, Null
17.4877, -38.0, 186.0, 0, 0, Null
17.3843, -38.0, 188.0, 0, 0, Null
17.3345, -38.0, 190.0, 0, 0, Null
17.3186, -38.0, 192.0, 0, 0, Null
17.3107, -38.0, 194.0, 0, 0, Null
17.2752, -38.0, 196.0, 0, 0, Null
17.172, -38.0, 198.0, 0, 0, Null
17.0621, -38.0, 200.0, 0, 0, Null
16.9766, -38.0, 202.0, 0, 0, Null
16.9007, -38.0, 204.0, 0, 0, Null
16.8182, -38.0, 206.0, 0, 0, Null
16.7189, -38.0, 208.0, 0, 0, Null
16.6161, -38.0, 210.0, 0, 0, Null
16.5313, -38.0, 212.0, 0, 0, Null
16.4996, -38.0, 214.0, 0, 0, Null
16.4892, -38.0, 216.0, 0, 0, Null
16.4811, -38.0, 218.0, 0, 0, Null
16.4722, -38.0, 220.0, 0, 0, Null
16.4224, -38.0, 222.0, 0, 0, Null
16.3614, -38.0, 224.0, 0, 0, Null
16.3025, -38.0, 226.0, 0, 0, Null
16.2543, -38.0, 228.0, 0, 0, Null
16.2044, -38.0, 230.0, 0, 0, Null
16.1481, -38.0, 232.0, 0, 0, Null
16.1007, -38.0, 234.0, 0, 0, Null
16.0896, -38.0, 236.0, 0, 0, Null
16.0938, -38.0, 238.0, 0, 0, Null
16.1531, -38.0, 240.0, 0, 0, Null
16.217, -38.0, 242.0, 0, 0, Null
16.2675, -38.0, 244.0, 0, 0, Null
16.3449, -38.0, 246.0, 0, 0, Null
16.4151, -38.0, 248.0, 0, 0, Null
16.4169, -38.0, 250.0, 0, 0, Null
16.3757, -38.0, 252.0, 0, 0, Null
16.3415, -38.0, 254.0, 0, 0, Null
16.3405, -38.0, 256.0, 0, 0, Null
16.3944, -38.0, 258.0, 0, 0, Null
16.4556, -38.0, 260.0, 0, 0, Null
16.5263, -38.0, 262.0, 0, 0, Null
16.6047, -38.0, 264.0, 0, 0, Null
16.6699, -38.0, 266.0, 0, 0, Null
16.6995, -38.0, 268.0, 0, 0, Null
16.6921, -38.0, 270.0, 0, 0, Null
16.6388, -38.0, 272.0, 0, 0, Null
16.5707, -38.0, 274.0, 0, 0, Null
16.4802, -38.0, 276.0, 0, 0, Null
16.3878, -38.0, 278.0, 0, 0, Null
16.2904, -38.0, 280.0, 0, 0, Null
16.0432, -38.0, 282.0, 0, 0, Null
15.5055, -38.0, 284.0, 0, 0, Null
14.9548, -38.0, 286.0, 0, 0, Null
--, -38.0, 288.0, 0, 0, Null
--, -38.0, 290.0, 0, 0, Null
--, -38.0, 292.0, 0, 0, Null
--, -38.0, 294.0, 0, 0, Null
--, -38.0, 296.0, 0, 0, Null
--, -38.0, 298.0, 0, 0, Null
--, -38.0, 300.0, 0, 0, Null
15.0515, -38.0, 302.0, 0, 0, Null
15.6712, -38.0, 304.0, 0, 0, Null
17.1331, -38.0, 306.0, 0, 0, Null
18.7921, -38.0, 308.0, 0, 0, Null
19.3452, -38.0, 310.0, 0, 0, Null
18.797, -38.0, 312.0, 0, 0, Null
18.2383, -38.0, 314.0, 0, 0, Null
17.9972, -38.0, 316.0, 0, 0, Null
17.7743, -38.0, 318.0, 0, 0, Null
17.4833, -38.0, 320.0, 0, 0, Null
17.1698, -38.0, 322.0, 0, 0, Null
16.8944, -38.0, 324.0, 0, 0, Null
16.6763, -38.0, 326.0, 0, 0, Null
16.4659, -38.0, 328.0, 0, 0, Null
16.2419, -38.0, 330.0, 0, 0, Null
15.9959, -38.0, 332.0, 0, 0, Null
15.7584, -38.0, 334.0, 0, 0, Null
15.5797, -38.0, 336.0, 0, 0, Null
15.4502, -38.0, 338.0, 0, 0, Null
15.3478, -38.0, 340.0, 0, 0, Null
15.302, -38.0, 342.0, 0, 0, Null
15.3296, -38.0, 344.0, 0, 0, Null
15.3681, -38.0, 346.0, 0, 0, Null
15.3534, -38.0, 348.0, 0, 0, Null
15.2829, -38.0, 350.0, 0, 0, Null
15.1862, -38.0, 352.0, 0, 0, Null
15.11, -38.0, 354.0, 0, 0, Null
15.1402, -38.0, 356.0, 0, 0, Null
15.2593, -38.0, 358.0, 0, 0, Null
17.3766, -36.0, 0.0, 0, 0, Null
17.477, -36.0, 2.0, 0, 0, Null
17.6003, -36.0, 4.0, 0, 0, Null
17.7479, -36.0, 6.0, 0, 0, Null
17.9509, -36.0, 8.0, 0, 0, Null
18.2096, -36.0, 10.0, 0, 0, Null
18.5313, -36.0, 12.0, 0, 0, Null
18.8665, -36.0, 14.0, 0, 0, Null
19.0052, -36.0, 16.0, 0, 0, Null
18.9453, -36.0, 18.0, 0, 0, Null
19.1789, -36.0, 20.0, 0, 0, Null
19.9023, -36.0, 22.0, 0, 0, Null
20.6124, -36.0, 24.0, 0, 0, Null
20.9336, -36.0, 26.0, 0, 0, Null
20.898, -36.0, 28.0, 0, 0, Null
20.6742, -36.0, 30.0, 0, 0, Null
20.4334, -36.0, 32.0, 0, 0, Null
20.326, -36.0, 34.0, 0, 0, Null
20.2979, -36.0, 36.0, 0, 0, Null
20.1898, -36.0, 38.0, 0, 0, Null
19.9983, -36.0, 40.0, 0, 0, Null
19.8333, -36.0, 42.0, 0, 0, Null
19.7175, -36.0, 44.0, 0, 0, Null
19.6186, -36.0, 46.0, 0, 0, Null
19.4961, -36.0, 48.0, 0, 0, Null
19.3141, -36.0, 50.0, 0, 0, Null
19.1041, -36.0, 52.0, 0, 0, Null
18.9299, -36.0, 54.0, 0, 0, Null
18.7901, -36.0, 56.0, 0, 0, Null
18.6467, -36.0, 58.0, 0, 0, Null
18.5127, -36.0, 60.0, 0, 0, Null
18.4172, -36.0, 62.0, 0, 0, Null
18.3694, -36.0, 64.0, 0, 0, Null
18.3336, -36.0, 66.0, 0, 0, Null
18.2693, -36.0, 68.0, 0, 0, Null
18.197, -36.0, 70.0, 0, 0, Null
18.1461, -36.0, 72.0, 0, 0, Null
18.0757, -36.0, 74.0, 0, 0, Null
17.9749, -36.0, 76.0, 0, 0, Null
17.8762, -36.0, 78.0, 0, 0, Null
17.8018, -36.0, 80.0, 0, 0, Null
17.7389, -36.0, 82.0, 0, 0, Null
17.6309, -36.0, 84.0, 0, 0, Null
17.4853, -36.0, 86.0, 0, 0, Null
17.3187, -36.0, 88.0, 0, 0, Null
17.1337, -36.0, 90.0, 0, 0, Null
16.9127, -36.0, 92.0, 0, 0, Null
16.6867, -36.0, 94.0, 0, 0, Null
16.4908, -36.0, 96.0, 0, 0, Null
16.3726, -36.0, 98.0, 0, 0, Null
16.2601, -36.0, 100.0, 0, 0, Null
16.1409, -36.0, 102.0, 0, 0, Null
16.0739, -36.0, 104.0, 0, 0, Null
16.1367, -36.0, 106.0, 0, 0, Null
16.3527, -36.0, 108.0, 0, 0, Null
16.7348, -36.0, 110.0, 0, 0, Null
17.2803, -36.0, 112.0, 0, 0, Null
17.7968, -36.0, 114.0, 0, 0, Null
17.9198, -36.0, 116.0, 0, 0, Null
17.6708, -36.0, 118.0, 0, 0, Null
17.4573, -36.0, 120.0, 0, 0, Null
17.3283, -36.0, 122.0, 0, 0, Null
17.2179, -36.0, 124.0, 0, 0, Null
17.1322, -36.0, 126.0, 0, 0, Null
17.0405, -36.0, 128.0, 0, 0, Null
17.0583, -36.0, 130.0, 0, 0, Null
17.184, -36.0, 132.0, 0, 0, Null
17.3233, -36.0, 134.0, 0, 0, Null
17.3832, -36.0, 136.0, 0, 0, Null
17.3033, -36.0, 138.0, 0, 0, Null
16.9942, -36.0, 140.0, 0, 0, Null
--, -36.0, 142.0, 0, 0, Null
--, -36.0, 144.0, 0, 0, Null
--, -36.0, 146.0, 0, 0, Null
--, -36.0, 148.0, 0, 0, Null
--, -36.0, 150.0, 0, 0, Null
20.7349, -36.0, 152.0, 0, 0, Null
20.778, -36.0, 154.0, 0, 0, Null
20.541, -36.0, 156.0, 0, 0, Null
20.2028, -36.0, 158.0, 0, 0, Null
19.8168, -36.0, 160.0, 0, 0, Null
19.4248, -36.0, 162.0, 0, 0, Null
19.0917, -36.0, 164.0, 0, 0, Null
18.8138, -36.0, 166.0, 0, 0, Null
18.5711, -36.0, 168.0, 0, 0, Null
18.4137, -36.0, 170.0, 0, 0, Null
18.4654, -36.0, 172.0, 0, 0, Null
18.7114, -36.0, 174.0, 0, 0, Null
19.0359, -36.0, 176.0, 0, 0, Null
19.0469, -36.0, 178.0, 0, 0, Null
18.7788, -36.0, 180.0, 0, 0, Null
18.6041, -36.0, 182.0, 0, 0, Null
18.5268, -36.0, 184.0, 0, 0, Null
18.496, -36.0, 186.0, 0, 0, Null
18.4559, -36.0, 188.0, 0, 0, Null
18.4437, -36.0, 190.0, 0, 0, Null
18.4512, -36.0, 192.0, 0, 0, Null
18.4629, -36.0, 194.0, 0, 0, Null
18.4502, -36.0, 196.0, 0, 0, Null
18.358, -36.0, 198.0, 0, 0, Null
18.2685, -36.0, 200.0, 0, 0, Null
18.204, -36.0, 202.0, 0, 0, Null
18.1521, -36.0, 204.0, 0, 0, Null
18.0915, -36.0, 206.0, 0, 0, Null
18.0063, -36.0, 208.0, 0, 0, Null
17.9383, -36.0, 210.0, 0, 0, Null
17.8745, -36.0, 212.0, 0, 0, Null
17.8588, -36.0, 214.0, 0, 0, Null
17.8672, -36.0, 216.0, 0, 0, Null
17.8761, -36.0, 218.0, 0, 0, Null
17.8809, -36.0, 220.0, 0, 0, Null
17.8432, -36.0, 222.0, 0, 0, Null
17.7765, -36.0, 224.0, 0, 0, Null
17.7233, -36.0, 226.0, 0, 0, Null
17.6881, -36.0, 228.0, 0, 0, Null
17.6704, -36.0, 230.0, 0, 0, Null
17.6681, -36.0, 232.0, 0, 0, Null
17.6748, -36.0, 234.0, 0, 0, Null
17.6835, -36.0, 236.0, 0, 0, Null
17.6966, -36.0, 238.0, 0, 0, Null
17.7473, -36.0, 240.0, 0, 0, Null
17.7993, -36.0, 242.0, 0, 0, Null
17.8601, -36.0, 244.0, 0, 0, Null
17.9375, -36.0, 246.0, 0, 0, Null
17.9973, -36.0, 248.0, 0, 0, Null
18.0089, -36.0, 250.0, 0, 0, Null
17.9779, -36.0, 252.0, 0, 0, Null
17.937, -36.0, 254.0, 0, 0, Null
17.9336, -36.0, 256.0, 0, 0, Null
17.9304, -36.0, 258.0, 0, 0, Null
17.9498, -36.0, 260.0, 0, 0, Null
18.0108, -36.0, 262.0, 0, 0, Null
18.055, -36.0, 264.0, 0, 0, Null
18.0703, -36.0, 266.0, 0, 0, Null
18.068, -36.0, 268.0, 0, 0, Null
18.0392, -36.0, 270.0, 0, 0, Null
17.9729, -36.0, 272.0, 0, 0, Null
17.8627, -36.0, 274.0, 0, 0, Null
17.7248, -36.0, 276.0, 0, 0, Null
17.5712, -36.0, 278.0, 0, 0, Null
17.3575, -36.0, 280.0, 0, 0, Null
16.9594, -36.0, 282.0, 0, 0, Null
16.2899, -36.0, 284.0, 0, 0, Null
15.6507, -36.0, 286.0, 0, 0, Null
--, -36.0, 288.0, 0, 0, Null
--, -36.0, 290.0, 0, 0, Null
--, -36.0, 292.0, 0, 0, Null
--, -36.0, 294.0, 0, 0, Null
--, -36.0, 296.0, 0, 0, Null
--, -36.0, 298.0, 0, 0, Null
--, -36.0, 300.0, 0, 0, Null
--, -36.0, 302.0, 0, 0, Null
16.9609, -36.0, 304.0, 0, 0, Null
18.1561, -36.0, 306.0, 0, 0, Null
19.446, -36.0, 308.0, 0, 0, Null
20.0754, -36.0, 310.0, 0, 0, Null
19.8474, -36.0, 312.0, 0, 0, Null
19.4389, -36.0, 314.0, 0, 0, Null
